Date,Close
1/2/2019 16:00:00,56.02
1/3/2019 16:00:00,56.22
1/4/2019 16:00:00,56.36
1/7/2019 16:00:00,56.72
1/8/2019 16:00:00,58.38
1/9/2019 16:00:00,57.05
1/10/2019 16:00:00,57.6
1/11/2019 16:00:00,58.02
1/14/2019 16:00:00,58.03
1/15/2019 16:00:00,58.1
1/16/2019 16:00:00,57.08
1/17/2019 16:00:00,56.83
1/18/2019 16:00:00,57.09
1/22/2019 16:00:00,56.99
1/23/2019 16:00:00,57.76
1/24/2019 16:00:00,57.07
1/25/2019 16:00:00,56.4
1/28/2019 16:00:00,55.07
1/29/2019 16:00:00,53.28
1/30/2019 16:00:00,54
1/31/2019 16:00:00,55.06
2/1/2019 16:00:00,54.55
2/4/2019 16:00:00,54.04
2/5/2019 16:00:00,54.14
2/6/2019 16:00:00,53.79
2/7/2019 16:00:00,53.57
2/8/2019 16:00:00,53.95
2/11/2019 16:00:00,54.05
2/12/2019 16:00:00,54.42
2/13/2019 16:00:00,54.48
2/14/2019 16:00:00,54.03
2/15/2019 16:00:00,55.16
2/19/2019 16:00:00,55.44
2/20/2019 16:00:00,55.76
2/21/2019 16:00:00,56.15
2/22/2019 16:00:00,56.92
2/25/2019 16:00:00,56.78
2/26/2019 16:00:00,56.64
2/27/2019 16:00:00,56.72
2/28/2019 16:00:00,56.92
3/1/2019 16:00:00,56.96
3/4/2019 16:00:00,56.24
3/5/2019 16:00:00,56.08
3/6/2019 16:00:00,55.68
3/7/2019 16:00:00,56.3
3/8/2019 16:00:00,56.53
3/11/2019 16:00:00,57.58
3/12/2019 16:00:00,57.43
3/13/2019 16:00:00,57.66
3/14/2019 16:00:00,57.95
3/15/2019 16:00:00,58.39
3/18/2019 16:00:00,58.07
3/19/2019 16:00:00,57.5
3/20/2019 16:00:00,57.67
3/21/2019 16:00:00,58.29
3/22/2019 16:00:00,59.76
3/25/2019 16:00:00,60.08
3/26/2019 16:00:00,60.63
3/27/2019 16:00:00,60.88
3/28/2019 16:00:00,59.08
3/29/2019 16:00:00,59.13
4/1/2019 16:00:00,59.09
4/2/2019 16:00:00,58.53
4/3/2019 16:00:00,58.87
4/4/2019 16:00:00,58.99
4/5/2019 16:00:00,59.09
4/8/2019 16:00:00,59.13
4/9/2019 16:00:00,58.4
4/10/2019 16:00:00,58.61
4/11/2019 16:00:00,58.56
4/12/2019 16:00:00,58.74
4/15/2019 16:00:00,58.71
4/16/2019 16:00:00,58.79
4/17/2019 16:00:00,57.78
4/18/2019 16:00:00,58.04
4/22/2019 16:00:00,58.37
4/23/2019 16:00:00,57.15
4/24/2019 16:00:00,57.08
4/25/2019 16:00:00,55.85
4/26/2019 16:00:00,56.58
4/29/2019 16:00:00,56.84
4/30/2019 16:00:00,57.19
5/1/2019 16:00:00,56.52
5/2/2019 16:00:00,56.99
5/3/2019 16:00:00,57.24
5/6/2019 16:00:00,56.91
5/7/2019 16:00:00,56.63
5/8/2019 16:00:00,56.38
5/9/2019 16:00:00,56.48
5/10/2019 16:00:00,56.91
5/13/2019 16:00:00,56.75
5/14/2019 16:00:00,56.55
5/15/2019 16:00:00,56.81
5/16/2019 16:00:00,57.38
5/17/2019 16:00:00,58.09
5/20/2019 16:00:00,59.01
5/21/2019 16:00:00,59.5
5/22/2019 16:00:00,59.25
5/23/2019 16:00:00,58.87
5/24/2019 16:00:00,59.32
5/28/2019 16:00:00,58.73
5/29/2019 16:00:00,58.18
5/30/2019 16:00:00,56.83
5/31/2019 16:00:00,54.35
6/3/2019 16:00:00,56.38
6/4/2019 16:00:00,56.22
6/5/2019 16:00:00,57.03
6/6/2019 16:00:00,57.54
6/7/2019 16:00:00,57.24
6/10/2019 16:00:00,56.15
6/11/2019 16:00:00,56.83
6/12/2019 16:00:00,57.36
6/13/2019 16:00:00,57.62
6/14/2019 16:00:00,58.28
6/17/2019 16:00:00,57.63
6/18/2019 16:00:00,57.33
6/19/2019 16:00:00,57.63
6/20/2019 16:00:00,57.34
6/21/2019 16:00:00,57.77
6/24/2019 16:00:00,58.27
6/25/2019 16:00:00,58
6/26/2019 16:00:00,56.99
6/27/2019 16:00:00,57.25
6/28/2019 16:00:00,57.13
7/1/2019 16:00:00,56.66
7/2/2019 16:00:00,58.13
7/3/2019 13:00:00,58.13
7/5/2019 16:00:00,58.31
7/8/2019 16:00:00,57.89
7/9/2019 16:00:00,56.41
7/10/2019 16:00:00,57
7/11/2019 16:00:00,56.92
7/12/2019 16:00:00,57.19
7/15/2019 16:00:00,57.58
7/16/2019 16:00:00,57.41
7/17/2019 16:00:00,57.22
7/18/2019 16:00:00,57.21
7/19/2019 16:00:00,56.59
7/22/2019 16:00:00,55.5
7/23/2019 16:00:00,55.48
7/24/2019 16:00:00,55.97
7/25/2019 16:00:00,56.36
7/26/2019 16:00:00,57.08
7/29/2019 16:00:00,57.37
7/30/2019 16:00:00,56.63
7/31/2019 16:00:00,55.27
8/1/2019 16:00:00,55.26
8/2/2019 16:00:00,55.59
8/5/2019 16:00:00,55.22
8/6/2019 16:00:00,55.05
8/7/2019 16:00:00,55.09
8/8/2019 16:00:00,55.82
8/9/2019 16:00:00,55.78
8/12/2019 16:00:00,55.69
8/13/2019 16:00:00,56.37
8/14/2019 16:00:00,55.72
8/15/2019 16:00:00,56.3
8/16/2019 16:00:00,56.65
8/19/2019 16:00:00,57
8/20/2019 16:00:00,56.27
8/21/2019 16:00:00,56.59
8/22/2019 16:00:00,56.78
8/23/2019 16:00:00,55.92
8/26/2019 16:00:00,56.71
8/27/2019 16:00:00,57.18
8/28/2019 16:00:00,57.95
8/29/2019 16:00:00,57.94
8/30/2019 16:00:00,58.16
9/3/2019 16:00:00,58.04
9/4/2019 16:00:00,58.18
9/5/2019 16:00:00,58.59
9/6/2019 16:00:00,59.06
9/9/2019 16:00:00,58.66
9/10/2019 16:00:00,59.71
9/11/2019 16:00:00,60.13
9/12/2019 16:00:00,60.43
9/13/2019 16:00:00,59.96
9/16/2019 16:00:00,59.5
9/17/2019 16:00:00,59.87
9/18/2019 16:00:00,59.93
9/19/2019 16:00:00,59.98
9/20/2019 16:00:00,60.29
9/23/2019 16:00:00,60.21
9/24/2019 16:00:00,60.51
9/25/2019 16:00:00,60.27
9/26/2019 16:00:00,60.44
9/27/2019 16:00:00,60.3
9/30/2019 16:00:00,60.36
10/1/2019 16:00:00,59.85
10/2/2019 16:00:00,58.91
10/3/2019 16:00:00,59.01
10/4/2019 16:00:00,59.9
10/7/2019 16:00:00,60.25
10/8/2019 16:00:00,59.72
10/9/2019 16:00:00,59.22
10/10/2019 16:00:00,59.83
10/11/2019 16:00:00,59.93
10/14/2019 16:00:00,59.6
10/15/2019 16:00:00,60.55
10/16/2019 16:00:00,60.29
10/17/2019 16:00:00,60.41
10/18/2019 16:00:00,61.05
10/21/2019 16:00:00,60.75
10/22/2019 16:00:00,60.77
10/23/2019 16:00:00,60.88
10/24/2019 16:00:00,60.58
10/25/2019 16:00:00,60.37
10/28/2019 16:00:00,60.18
10/29/2019 16:00:00,60.19
10/30/2019 16:00:00,60.82
